datetime,generation biomass,generation hydro water reservoir,generation other renewable,generation solar,generation waste,generation wind onshore,price day ahead,price actual,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,year,month,day,hour,season,total load actual
2015-01-02 0:00,368,3871,62,54,169,13232,10,64.02,267.129,975,64,1,254,0,0,0,0,2015,1,2,0,winter,27070
2015-01-02 1:00,368,2996,61,54,167,12760,7,58.46,267.129,975,64,1,254,0,0,0,0,2015,1,2,1,winter,24935
2015-01-02 2:00,358,2581,60,54,167,12174,5,54.7,266.389,974,64,1,314,0,0,0,0,2015,1,2,2,winter,23214
2015-01-02 3:00,353,2933,59,53,181,11358,4,54.91,266.389,974,64,1,314,0,0,0,0,2015,1,2,3,winter,22540
2015-01-02 4:00,354,2646,61,53,181,11199,4,53.07,266.389,974,64,1,314,0,0,0,0,2015,1,2,4,winter,22096
2015-01-02 5:00,354,2529,59,63,171,11152,4.8,54.23,265.902,975,62,1,13,0,0,0,0,2015,1,2,5,winter,22066
2015-01-02 6:00,357,2658,60,55,185,11169,5,58.22,265.902,975,62,1,13,0,0,0,0,2015,1,2,6,winter,22275
2015-01-02 7:00,357,2706,60,54,186,11205,7.04,67.55,265.902,975,62,1,13,0,0,0,0,2015,1,2,7,winter,23025
2015-01-02 8:00,359,3090,59,116,183,10920,7.04,70.33,268.83,976,67,1,5,0,0,0,0,2015,1,2,8,winter,23699
2015-01-02 9:00,357,3579,59,1039,188,10491,7.88,71.26,268.83,976,67,1,5,0,0,0,0,2015,1,2,9,winter,25834
2015-01-02 10:00,377,4289,60,2373,185,10156,10.71,75.86,268.83,976,67,1,5,0,0,0,0,2015,1,2,10,winter,27927
2015-01-02 11:00,376,4332,59,3699,181,10421,10,73.65,268.83,976,67,1,5,0,0,0,0,2015,1,2,11,winter,29072
2015-01-02 12:00,376,3619,60,4154,177,11230,7.04,74.19,276.084,1007,57,1,180,0,0,0,0,2015,1,2,12,winter,29071
2015-01-02 13:00,373,3392,61,4074,183,11920,7,71.51,281.645,976,63,1,308,0,0,0,0,2015,1,2,13,winter,29439
2015-01-02 14:00,383,3487,58,3851,190,11819,6.33,71.04,284.1416562,1038,47,1,354,0,0,0,0,2015,1,2,14,winter,29241
2015-01-02 15:00,391,2984,57,3619,188,11961,5,71.24,284.9453438,1037,46,1,353,0,0,0,0,2015,1,2,15,winter,27973
2015-01-02 16:00,395,3104,59,3024,188,12025,6.21,70.64,279.8075,1038,64,1,333,0,0,0,16,2015,1,2,16,winter,27320
2015-01-02 17:00,394,3102,59,2053,185,12077,9.98,72.85,282.5916875,1037,57,1,338,0,0,0,10,2015,1,2,17,winter,27157
2015-01-02 18:00,410,3886,64,769,178,11276,33.15,82.55,279.4343125,1037,68,1,324,0,0,0,21,2015,1,2,18,winter,29045
2015-01-02 19:00,435,5553,68,266,199,10510,50,83.33,276.277,975,79,1,310,0,0,0,32,2015,1,2,19,winter,31967
2015-01-02 20:00,435,5604,69,165,203,10406,52.01,83.23,273.682,1007,74,1,323,0,0,0,20,2015,1,2,20,winter,33266
2015-01-02 21:00,437,5902,69,137,204,10445,50.01,79.06,271.087,976,68,1,336,0,0,0,8,2015,1,2,21,winter,33668
2015-01-02 22:00,437,5347,66,137,204,9976,45.8,76.2,271.087,976,68,1,336,0,0,0,8,2015,1,2,22,winter,32426
2015-01-02 23:00,443,4969,64,137,203,9527,41.74,71.75,271.087,976,68,1,336,0,0,0,8,2015,1,2,23,winter,29705
2015-01-03 0:00,478,3719,76,62,201,9264,35.62,66.82,269.9225,1008,81,1,175,0,0,0,4,2015,1,3,0,winter,25564
2015-01-03 1:00,463,3482,68,62,198,9135,27.1,63.35,268.758,976,64,1,14,0,0,0,0,2015,1,3,1,winter,23584
2015-01-03 2:00,452,3060,66,61,201,9362,25,58.79,268.758,976,64,1,14,0,0,0,0,2015,1,3,2,winter,22194
2015-01-03 3:00,454,2474,68,61,208,9628,20.01,57.44,267.742,976,61,1,61,0,0,0,0,2015,1,3,3,winter,21296
2015-01-03 4:00,449,2266,67,61,201,9607,17.1,55.29,267.742,976,61,1,61,0,0,0,0,2015,1,3,4,winter,21145
2015-01-03 5:00,453,2449,66,61,188,9666,17.22,56.22,267.742,976,61,1,61,0,0,0,0,2015,1,3,5,winter,21316
2015-01-03 6:00,458,2620,68,61,187,9743,20.14,58.13,267.069,976,60,0,119,0,0,0,0,2015,1,3,6,winter,21674
2015-01-03 7:00,452,2559,67,63,186,9401,19.87,62.06,267.069,976,60,0,119,0,0,0,0,2015,1,3,7,winter,22127
2015-01-03 8:00,438,3335,66,233,186,8363,20.22,67.36,267.069,976,60,0,119,0,0,0,0,2015,1,3,8,winter,22756
2015-01-03 9:00,433,4229,68,820,197,7924,25.22,69.21,269.777,976,66,1,138,0,0,0,0,2015,1,3,9,winter,24654
2015-01-03 10:00,419,4827,68,1665,205,7592,25.13,70.35,269.777,976,66,1,138,0,0,0,0,2015,1,3,10,winter,26454
2015-01-03 11:00,431,4429,71,2488,202,7874,27.1,68.77,282.043,976,68,2,191,0,0,0,0,2015,1,3,11,winter,26959
2015-01-03 12:00,425,4309,64,3218,202,8192,28.71,68.82,282.043,976,68,2,191,0,0,0,0,2015,1,3,12,winter,26716
2015-01-03 13:00,427,3784,64,3695,208,8718,25,68.23,282.043,976,68,2,191,0,0,0,0,2015,1,3,13,winter,26802
2015-01-03 14:00,421,3709,64,3780,210,9152,23.68,67.97,282.043,976,68,2,191,0,0,0,0,2015,1,3,14,winter,26416
2015-01-03 15:00,410,3320,62,3370,202,9382,14.87,62.76,285.737,974,59,1,223,0,0,0,0,2015,1,3,15,winter,25362
2015-01-03 16:00,397,3919,61,2692,200,9307,11.7,62.03,283.36975,990,66,1,218,0,0,0,0,2015,1,3,16,winter,24770
2015-01-03 17:00,393,4256,59,1931,201,8892,19.52,66.69,282.5806563,1036,65,1,217,0,0,0,0,2015,1,3,17,winter,24501
2015-01-03 18:00,418,4812,62,1015,212,8568,25.13,71.5,279.4243437,1036,77,1,210,0,0,0,0,2015,1,3,18,winter,24992
2015-01-03 19:00,458,5753,66,502,222,9005,39.71,72.14,276.268,974,86,1,204,0,0,0,0,2015,1,3,19,winter,27964
2015-01-03 20:00,462,5946,67,355,221,9672,44,72.45,271.252,975,70,1,199,0,0,0,0,2015,1,3,20,winter,29694
2015-01-03 21:00,462,5985,69,291,221,10081,41.21,72.86,271.252,975,70,1,199,0,0,0,0,2015,1,3,21,winter,29874
2015-01-03 22:00,463,5519,71,207,219,10537,35.69,70.1,271.252,975,70,1,199,0,0,0,0,2015,1,3,22,winter,28979
2015-01-03 23:00,456,4505,70,117,217,10953,30.23,67.62,269.643,974,66,0,94,0,0,0,0,2015,1,3,23,winter,26863
2015-01-04 0:00,391,1991,58,692,162,8540,24.65,55.22,269.643,974,66,0,94,0,0,0,0,2015,1,4,0,winter,25254
2015-01-04 1:00,351,1867,58,684,160,8080,20.2,50.54,269.643,974,66,0,94,0,0,0,0,2015,1,4,1,winter,23620
2015-01-04 2:00,350,1414,57,648,161,7773,19.16,48.68,268.918,973,63,1,66,0,0,0,0,2015,1,4,2,winter,22606
2015-01-04 3:00,366,1355,56,640,162,7601,21.9,48.02,268.918,973,63,1,66,0,0,0,0,2015,1,4,3,winter,22191
2015-01-04 4:00,377,1431,56,563,161,7584,14.9,47.06,268.918,973,63,1,66,0,0,0,0,2015,1,4,4,winter,21929
2015-01-04 5:00,372,1534,58,372,157,7812,24.65,46.79,268.479,973,65,1,59,0,0,0,0,2015,1,4,5,winter,22195
2015-01-04 6:00,377,2284,54,179,155,7950,28.01,47.63,268.479,973,65,1,59,0,0,0,0,2015,1,4,6,winter,24035
2015-01-04 7:00,396,3188,56,129,156,8228,27.51,47.44,268.479,973,65,1,59,0,0,0,0,2015,1,4,7,winter,26807
2015-01-04 8:00,415,3521,53,357,156,8341,33.96,50.84,268.479,973,65,1,59,0,0,0,0,2015,1,4,8,winter,28316
2015-01-04 9:00,418,4286,54,1634,159,8569,38,54.84,271.386,973,70,1,0,0,0,0,0,2015,1,4,9,winter,29871
2015-01-04 10:00,402,3921,55,3830,162,8433,37.17,59.95,271.386,973,70,1,0,0,0,0,0,2015,1,4,10,winter,30585
2015-01-04 11:00,411,4023,60,4937,161,8001,35.01,59.35,271.386,973,70,1,0,0,0,0,0,2015,1,4,11,winter,30772
2015-01-04 12:00,403,3997,57,5302,165,7520,38,57.03,283.886,972,68,1,331,0,0,0,0,2015,1,4,12,winter,30685
2015-01-04 13:00,407,3760,58,5590,158,7274,38.12,59.22,283.886,972,68,1,331,0,0,0,0,2015,1,4,13,winter,30429
2015-01-04 14:00,393,3077,60,5668,150,6878,30.4,58.56,285.8745,1002,54,1,327,0,0,0,0,2015,1,4,14,winter,28741
2015-01-04 15:00,400,2602,59,5593,149,7517,27.58,52.07,286.642,970,59,1,295,0,0,0,0,2015,1,4,15,winter,28249
2015-01-04 16:00,397,2553,57,5316,147,7999,27.56,52.15,286.642,970,59,1,295,0,0,0,0,2015,1,4,16,winter,28105
2015-01-04 17:00,393,2925,59,4907,152,8181,27.5,61.12,282.3925,970,68,1,157,0,0,0,0,2015,1,4,17,winter,27908
2015-01-04 18:00,402,3446,61,4200,153,8260,26.53,71.98,278.143,970,78,1,19,0,0,0,0,2015,1,4,18,winter,27577
2015-01-04 19:00,409,4365,59,2911,150,8156,30,74.64,275.5735,970,75,1,16,0,0,0,0,2015,1,4,19,winter,27418
2015-01-04 20:00,438,5936,59,1392,170,8347,39.7,75.38,273.004,970,72,1,14,0,0,0,0,2015,1,4,20,winter,28604
2015-01-04 21:00,436,5856,57,748,177,8875,40.48,76.49,273.004,970,72,1,14,0,0,0,0,2015,1,4,21,winter,30346
2015-01-04 22:00,424,4684,59,696,174,8922,37.97,73.83,273.004,970,72,1,14,0,0,0,0,2015,1,4,22,winter,28190
2015-01-04 23:00,403,3776,59,672,166,8735,28,69.51,271.258,970,67,1,24,0,0,0,0,2015,1,4,23,winter,26270
2015-01-05 0:00,373,2086,72,691,158,7351,43.49,70.77,271.258,1001,81,1,24,0,0,0,0,2015,1,5,0,winter,25069
2015-01-05 1:00,363,2458,74,668,153,7403,35.5,64.89,271.258,970,67,1,24,0,0,0,0,2015,1,5,1,winter,23390
2015-01-05 2:00,359,2140,75,662,156,7887,35.2,60.91,271.258,970,67,1,24,0,0,0,0,2015,1,5,2,winter,21988
2015-01-05 3:00,346.5,2335.5,73,616,155.5,8117.5,35.2,59.68,270.453,969,65,1,68,0,0,0,0,2015,1,5,3,winter,21182
2015-01-05 4:00,334,2531,71,570,155,8348,30.6,58.04,270.453,969,65,1,68,0,0,0,0,2015,1,5,4,winter,20778
2015-01-05 5:00,338,2439,72,428,153,8526,30.6,59.57,270.453,969,65,1,68,0,0,0,0,2015,1,5,5,winter,20309
2015-01-05 6:00,341,2583,73,243,152,8518,30.6,69.73,269.839,969,68,1,97,0,0,0,0,2015,1,5,6,winter,20252
2015-01-05 7:00,343,2740,74,155,143,8263,30,72.97,269.839,969,68,1,97,0,0,0,0,2015,1,5,7,winter,19964
2015-01-05 8:00,345,2480,74,500,143,8326,30.6,77.92,269.839,969,68,1,97,0,0,0,0,2015,1,5,8,winter,20796
2015-01-05 9:00,369,2575,76,1333,140,8046,35.3,79.59,272.211,970,73,1,89,0,0,0,12,2015,1,5,9,winter,22478
2015-01-05 10:00,374,2286,74,2482,140,8439,35.2,81.75,271.434,969,69,1,96,0,0,0,0,2015,1,5,10,winter,23834
2015-01-05 11:00,376,2209,74,3339,155,9131,35.4,80.82,272.211,970,73,1,89,0,0,0,12,2015,1,5,11,winter,24429
2015-01-05 12:00,375.1428571,2201.428571,73.57142857,3282.571429,154,8888.142857,35.5,79.14,282.834,969,76,1,141,0,0,0,0,2015,1,5,12,winter,24066
2015-01-05 13:00,374.2857143,2193.857143,73.14285714,3226.142857,153,8645.285714,36.8,73.95,283.008,969,71,2,146,0,0,0,0,2015,1,5,13,winter,23703
2015-01-05 14:00,373.4285714,2186.285714,72.71428571,3169.714286,152,8402.428571,32.5,71.93,284.533,967,65,2,195,0,0,0,0,2015,1,5,14,winter,23340
2015-01-05 15:00,372.5714286,2178.714286,72.28571429,3113.285714,151,8159.571429,30,71.5,284.8395,997,63,1,181,0,0,0,0,2015,1,5,15,winter,22977
2015-01-05 16:00,371.7142857,2171.142857,71.85714286,3056.857143,150,7916.714286,30,71.85,281.247,991,77,1,189,0,0,0,0,2015,1,5,16,winter,22614
2015-01-05 17:00,370.8571429,2163.571429,71.42857143,3000.428571,149,7673.857143,30.6,80.53,282.2033437,1027,72,1,171,0,0,0,0,2015,1,5,17,winter,22251
2015-01-05 18:00,370,2156,71,2944,148,7431,42.01,89.08,279.2606875,1028,84,1,176,0,0,0,0,2015,1,5,18,winter,21888
2015-01-05 19:00,375,1843,75,1971,147,6570,51.4,90.97,274.4765,981,69,1,184,0,0,0,0,2015,1,5,19,winter,22048
2015-01-05 20:00,371,2291,73,958,153,5549,55.35,88.51,270.92,966,72,1,190,0,0,0,0,2015,1,5,20,winter,22858
2015-01-05 21:00,370,3732,74,605,161,4979,62,82.85,270.92,966,72,1,190,0,0,0,0,2015,1,5,21,winter,25604
2015-01-05 22:00,362,3613,75,518,161,4822,60.01,80.52,270.92,966,72,1,190,0,0,0,0,2015,1,5,22,winter,25381
2015-01-05 23:00,370,3044,72,394,158,4982,57.6,72.18,270.003,965,70,1,191,0,0,0,0,2015,1,5,23,winter,23822
2015-01-06 0:00,535,1218,66,626,212,4052,53.01,71.48,269.086,965,68,1,192,0,0,0,0,2015,1,6,0,winter,23711
2015-01-06 1:00,532,1620,63,624,208,3832,45.65,64.76,269.086,965,68,1,192,0,0,0,0,2015,1,6,1,winter,22354
2015-01-06 2:00,530,1862,63,616,204,3398,44.04,60.22,268.267,965,65,1,198,0,0,0,0,2015,1,6,2,winter,21546
2015-01-06 3:00,532,1834,65,582,206,3003,43.58,57.14,268.267,965,65,1,198,0,0,0,0,2015,1,6,3,winter,21171
2015-01-06 4:00,541,1758,66,576,206,2569,43.98,53.94,268.267,965,65,1,198,0,0,0,0,2015,1,6,4,winter,21042
2015-01-06 5:00,545,1793,64,499,204,2380,44.91,53.43,267.925,965,67,1,220,0,0,0,64,2015,1,6,5,winter,21618
2015-01-06 6:00,540,1435,63,415,202,2196,51,56.68,267.925,965,67,1,220,0,0,0,64,2015,1,6,6,winter,23433
2015-01-06 7:00,546,2369,63,412,184,1701,55.76,63.49,267.925,965,67,1,220,0,0,0,64,2015,1,6,7,winter,25885
2015-01-06 8:00,546,3860,63,1168,196,1102,59.95,66.75,273.445,965,87,0,234,0,0,0,80,2015,1,6,8,winter,28456
2015-01-06 9:00,544,4119,64,3018,262,682,60.5,73.07,273.445,965,87,0,234,0,0,0,80,2015,1,6,9,winter,29708
2015-01-06 10:00,543,4449,64,4129,268,470,61.29,78.95,273.445,965,87,0,234,0,0,0,80,2015,1,6,10,winter,30887
2015-01-06 11:00,539,4584,63,4642,260,472,61.69,75.91,273.445,965,87,0,234,0,0,0,80,2015,1,6,11,winter,31409
2015-01-06 12:00,547,4579,62,4976,259,683,61.95,73.12,277.577,966,92,1,294,0,0,0,56,2015,1,6,12,winter,31947
2015-01-06 13:00,538,4335,61,5044,260,1041,61.29,68.02,278.588,965,88,1,248,0,0,0,28,2015,1,6,13,winter,32078
2015-01-06 14:00,534,4167,68,4887,258,1652,60.09,66.67,279.599,964,84,1,203,0,0,0,0,2015,1,6,14,winter,31193
2015-01-06 15:00,537,3084,69,4641,254,2761,60.5,65.08,279.599,964,84,1,203,0,0,0,0,2015,1,6,15,winter,30542
2015-01-06 16:00,537,3290,66,4279,251,3277,60.69,66.1,276.9485,964,85,1,215,0,0,0,12,2015,1,6,16,winter,30591
2015-01-06 17:00,532,3454,69,3824,252,3281,60.69,72,274.298,964,87,1,227,0,0,0,24,2015,1,6,17,winter,30799
2015-01-06 18:00,533,3349,69,3132,267,3781,58.9,78.6,274.298,964,87,1,227,0,0,0,24,2015,1,6,18,winter,30481
2015-01-06 19:00,528,3119,69,2383,254,3943,57,81.18,272.128,965,80,1,262,0,0,0,24,2015,1,6,19,winter,30147
2015-01-06 20:00,536,3009,71,1586,229,4028,57,81.65,269.958,965,74,1,298,0,0,0,24,2015,1,6,20,winter,30120
2015-01-06 21:00,535,3921,70,891,230,3661,59.88,78.63,269.958,965,74,1,298,0,0,0,24,2015,1,6,21,winter,30747
2015-01-06 22:00,531,3834,72,696,231,3485,59.6,73.2,269.958,965,74,1,298,0,0,0,24,2015,1,6,22,winter,29978
2015-01-06 23:00,528,2778,72,669,232,3276,55.76,72.46,268.791,965,70,1,323,0,0,0,8,2015,1,6,23,winter,27421
2015-01-07 0:00,499,1982,55,1280,219,6210,59.52,67.24,268.791,997,84,1,323,0,0,0,8,2015,1,7,0,winter,30518
2015-01-07 1:00,502,1483,55,1253,213,5993,51.1,64.17,268.791,965,70,1,323,0,0,0,8,2015,1,7,1,winter,28484
2015-01-07 2:00,491,1003,55,1231,217,5529,47.03,62.12,267.626,966,65,1,339,0,0,0,0,2015,1,7,2,winter,27026
2015-01-07 3:00,495,626,56,1223,220,5127,48.5,62.11,267.626,966,65,1,339,0,0,0,0,2015,1,7,3,winter,26248
2015-01-07 4:00,503,563,55,1189,219,4940,48.79,60.05,267.626,966,65,1,339,0,0,0,0,2015,1,7,4,winter,25838
2015-01-07 5:00,505,610,57,1142,220,4735,50.51,62.48,267.626,966,65,1,339,0,0,0,0,2015,1,7,5,winter,26021
2015-01-07 6:00,506,1363,54,1043,220,4266,59.13,70.01,267.212,966,67,1,15,0,0,0,0,2015,1,7,6,winter,26992
2015-01-07 7:00,505,2280,55,979,217,3849,60.8,75.2,267.212,966,67,1,15,0,0,0,0,2015,1,7,7,winter,28625
2015-01-07 8:00,510,3192,55,1336,219,3369,61.87,83.3,268.1796562,988,76,1,15,0,0,0,0,2015,1,7,8,winter,31015
2015-01-07 9:00,501,4420,54,2121,220,2959,64.23,93.14,269.1473438,1010,86,1,15,0,0,0,0,2015,1,7,9,winter,33276
2015-01-07 10:00,494,3674,51,2841,220,3226,66.5,100.45,274.8055938,967,74,1,126,0,0,0,0,2015,1,7,10,winter,34221
2015-01-07 11:00,498,3289,51,3556,219,4273,67.1,95.17,274.9915,1000,87,1,108,0,0,0,0,2015,1,7,11,winter,34796
2015-01-07 12:00,491,3131,52,3756,214,5914,66.1,85.23,279.868,968,79,1,200,0,0,0,0,2015,1,7,12,winter,35535
2015-01-07 13:00,495,2709,50,3639,215,7320,65,81.5,280.6825,983,74,1,195,0,0,0,0,2015,1,7,13,winter,35752
2015-01-07 14:00,501,1912,53,4133,215,7837,59.75,77.29,281.714,1031,64,1,95,0,0,0,0,2015,1,7,14,winter,35605
2015-01-07 15:00,498,1479,51,4896,214,7890,59.61,76.61,282.42,1030,63,1,138,0,0,0,0,2015,1,7,15,winter,36020
2015-01-07 16:00,491,1191,52,4647,217,7996,59.53,77.15,277.9555,1031,80,1,150,0,0,0,0,2015,1,7,16,winter,36066
2015-01-07 17:00,495,1458,52,4184,217,7955,61.1,79.51,280.385,1030,72,1,204,0,0,0,0,2015,1,7,17,winter,36195
2015-01-07 18:00,497,1965,52,3631,215,7582,61.1,91.05,277.644,1031,83,1,226,0,0,0,0,2015,1,7,18,winter,35739
2015-01-07 19:00,483,2384,51,2772,215,6821,61.1,95.29,273.0895,985,67,1,251,0,0,0,0,2015,1,7,19,winter,35188
2015-01-07 20:00,482,2566,52,2013,222,6198,61.87,91.25,269.744,970,69,1,275,0,0,0,0,2015,1,7,20,winter,34470
2015-01-07 21:00,481,2622,53,1193,226,6139,63.71,87.08,269.744,970,69,1,275,0,0,0,0,2015,1,7,21,winter,33716
2015-01-07 22:00,481,2412,52,636,220,6398,64.1,78.15,268.9015,970,68,1,303,0,0,0,0,2015,1,7,22,winter,32697
2015-01-07 23:00,479,1414,52,573,215,6262,59.13,75.07,268.059,971,67,1,331,0,0,0,0,2015,1,7,23,winter,30477
2015-01-08 0:00,546,831,67,433,260,5908,49,73.73,268.059,971,67,1,331,0,0,0,0,2015,1,8,0,winter,26788
2015-01-08 1:00,516,942,67,391,257,5509,46.86,70.99,267.7175,971,67,1,182,0,0,0,0,2015,1,8,1,winter,25146
2015-01-08 2:00,508,882,67,352,256,5204,45.68,68.3,267.376,971,67,1,34,0,0,0,0,2015,1,8,2,winter,23889
2015-01-08 3:00,509,934,65,328,251,4891,44.99,64.22,267.376,971,67,1,34,0,0,0,0,2015,1,8,3,winter,23046
2015-01-08 4:00,518,799,67,327,251,4738,44.81,63.53,267.376,971,67,1,34,0,0,0,0,2015,1,8,4,winter,22587
2015-01-08 5:00,528,781,66,320,249,4868,44.68,66.7,267.376,971,67,1,34,0,0,0,0,2015,1,8,5,winter,22361
2015-01-08 6:00,533,943,67,265,246,4809,44.81,69.79,266.774,973,66,1,32,0,0,0,0,2015,1,8,6,winter,22551
2015-01-08 7:00,525,888,66,223,246,4849,44.81,75.57,266.774,973,66,1,32,0,0,0,0,2015,1,8,7,winter,22543
2015-01-08 8:00,529,1147,69,708,216,4285,46.85,82.36,266.774,973,66,1,32,0,0,0,0,2015,1,8,8,winter,24042
2015-01-08 9:00,534,965,66,2225,214,3889,49,87.03,269.524,974,70,1,40,0,0,0,0,2015,1,8,9,winter,25932
2015-01-08 10:00,533,1153,67,3943,226,3330,54.36,91.08,269.524,974,70,1,40,0,0,0,0,2015,1,8,10,winter,27664
2015-01-08 11:00,531,1333,66,4514,232,2911,61.98,89.29,269.524,974,70,1,40,0,0,0,0,2015,1,8,11,winter,28448
2015-01-08 12:00,522,1795,68,4926,254,2376,62.47,85.45,281.243,975,74,1,13,0,0,0,0,2015,1,8,12,winter,28881
2015-01-08 13:00,509,2275,69,5067,237,1917,62.93,80.33,281.243,975,74,1,13,0,0,0,0,2015,1,8,13,winter,29329
2015-01-08 14:00,504,2198,69,5092,234,1741,61.98,77.33,283.599,975,64,1,287,0,0,0,32,2015,1,8,14,winter,29026
2015-01-08 15:00,506,1776,66,5019,232,1680,57.48,77.03,283.599,975,64,1,287,0,0,0,32,2015,1,8,15,winter,28237
2015-01-08 16:00,500,1445,67,4803,225,1774,54.38,78.15,281.52025,975,69,1,275,0,0,0,24,2015,1,8,16,winter,27868
2015-01-08 17:00,502,1478,67,4507,223,2001,54.36,80.48,281.51,1017,65,1,265,0,0,0,0,2015,1,8,17,winter,27654
2015-01-08 18:00,514,1236,69,4010,228,2574,52.04,90.87,278.397,997,75,1,252,0,0,0,0,2015,1,8,18,winter,27507
2015-01-08 19:00,513,1435,69,3321,227,3022,54.38,94.11,275.284,977,85,1,239,0,0,0,0,2015,1,8,19,winter,27544
2015-01-08 20:00,511,2430,68,2089,224,3312,60.33,90.26,270.334,978,69,1,311,0,0,0,0,2015,1,8,20,winter,27578
2015-01-08 21:00,516,3302,67,957,223,3478,66,84.66,270.334,978,69,1,311,0,0,0,0,2015,1,8,21,winter,28222
2015-01-08 22:00,519,3461,70,721,219,3726,63.6,77.05,270.334,978,69,1,311,0,0,0,0,2015,1,8,22,winter,28221
2015-01-08 23:00,515,2426,67,691,231,3968,55.5,73.14,269.294,978,65,1,353,0,0,0,0,2015,1,8,23,winter,26436
2015-01-09 0:00,489,1930,66,39,273,3552,60.47,67.7,269.294,978,65,1,353,0,0,0,0,2015,1,9,0,winter,27485
2015-01-09 1:00,483,1819,68,38,231,3334,52.88,61.05,269.294,978,65,1,353,0,0,0,0,2015,1,9,1,winter,25750
2015-01-09 2:00,485,1347,67,37,227,3486,48.62,59.61,269.248,979,69,1,29,0,0,0,0,2015,1,9,2,winter,24760
2015-01-09 3:00,477,943,67,37,224,3492,47.69,58.65,269.248,979,69,1,29,0,0,0,0,2015,1,9,3,winter,24188
2015-01-09 4:00,480,655,66,36,227,3541,45.85,58.4,269.248,979,69,1,29,0,0,0,0,2015,1,9,4,winter,23840
2015-01-09 5:00,482,682,66,41,226,3603,45.78,59.77,269.495,1011,79,1,31,0,0,0,0,2015,1,9,5,winter,24030
2015-01-09 6:00,477,1561,66,45,234,3952,49.3,68.38,269.162,980,66,1,31,0,0,0,0,2015,1,9,6,winter,25965
