datetime,generation fossil brown coal/lignite,generation fossil gas,generation fossil hard coal,generation fossil oil,generation nuclear,generation other,total load actual,price actual,temp,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_3h,clouds_all,year,month,day,hour,price day ahead,season
2015-01-02 7:00,0,2938,1067,194,7105,44,23025,67.55,265.902,975,62,1,13,0,0,0,0,2015,1,2,7,7.04,winter
2015-01-02 8:00,0,2869,1098,196,7105,44,23699,70.33,268.83,976,67,1,5,0,0,0,0,2015,1,2,8,7.04,winter
2015-01-02 9:00,0,3090,1293,193,7107,44,25834,71.26,268.83,976,67,1,5,0,0,0,0,2015,1,2,9,7.88,winter
2015-01-02 10:00,0,2844,1339,200,7107,45,27927,75.86,268.83,976,67,1,5,0,0,0,0,2015,1,2,10,10.71,winter
2015-01-02 11:00,0,2699,1335,199,7106,44,29072,73.65,268.83,976,67,1,5,0,0,0,0,2015,1,2,11,10,winter
2015-01-02 12:00,0,2606,1336,197,7104,44,29071,74.19,276.084,1007,57,1,180,0,0,0,0,2015,1,2,12,7.04,winter
2015-01-02 13:00,0,2662,1341,208,7105,44,29439,71.51,281.645,976,63,1,308,0,0,0,0,2015,1,2,13,7,winter
2015-01-02 14:00,0,2729,1354,195,7105,44,29241,71.04,284.1416562,1038,47,1,354,0,0,0,0,2015,1,2,14,6.33,winter
2015-01-02 15:00,0,2599,1298,195,7105,44,27973,71.24,284.9453438,1037,46,1,353,0,0,0,0,2015,1,2,15,5,winter
2015-01-02 16:00,0,2996,1184,195,7106,44,27320,70.64,279.8075,1038,64,1,333,0,0,0,16,2015,1,2,16,6.21,winter
2015-01-02 17:00,0,3696,1047,195,7105,44,27157,72.85,282.5916875,1037,57,1,338,0,0,0,10,2015,1,2,17,9.98,winter
2015-01-02 18:00,0,4760,1178,199,7106,44,29045,82.55,279.4343125,1037,68,1,324,0,0,0,21,2015,1,2,18,33.15,winter
2015-01-02 19:00,0,6030,1345,205,7104,44,31967,83.33,276.277,975,79,1,310,0,0,0,32,2015,1,2,19,50,winter
2015-01-02 20:00,0,5973,1354,214,7106,44,33266,83.23,273.682,1007,74,1,323,0,0,0,20,2015,1,2,20,52.01,winter
2015-01-02 21:00,0,6082,1348,215,7107,45,33668,79.06,271.087,976,68,1,336,0,0,0,8,2015,1,2,21,50.01,winter
2015-01-02 22:00,0,5747,1429,217,7107,45,32426,76.2,271.087,976,68,1,336,0,0,0,8,2015,1,2,22,45.8,winter
2015-01-02 23:00,0,4177,1432,220,7108,45,29705,71.75,271.087,976,68,1,336,0,0,0,8,2015,1,2,23,41.74,winter
2015-01-03 0:00,0,3801,1798,246,7096,78,25564,66.82,269.9225,1008,81,1,175,0,0,0,4,2015,1,3,0,35.62,winter
2015-01-03 1:00,0,3812,1351,245,7095,78,23584,63.35,268.758,976,64,1,14,0,0,0,0,2015,1,3,1,27.1,winter
2015-01-03 2:00,0,3745,1258,244,7096,79,22194,58.79,268.758,976,64,1,14,0,0,0,0,2015,1,3,2,25,winter
2015-01-03 3:00,0,3638,1196,244,7098,79,21296,57.44,267.742,976,61,1,61,0,0,0,0,2015,1,3,3,20.01,winter
2015-01-03 4:00,0,3515,1138,202,7097,78,21145,55.29,267.742,976,61,1,61,0,0,0,0,2015,1,3,4,17.1,winter
2015-01-03 5:00,0,3626,1180,189,7098,79,21316,56.22,267.742,976,61,1,61,0,0,0,0,2015,1,3,5,17.22,winter
2015-01-03 6:00,0,3556,1246,188,7099,77,21674,58.13,267.069,976,60,0,119,0,0,0,0,2015,1,3,6,20.14,winter
2015-01-03 7:00,0,3524,1175,190,7098,77,22127,62.06,267.069,976,60,0,119,0,0,0,0,2015,1,3,7,19.87,winter
2015-01-03 8:00,0,4000,1249,190,7097,77,22756,67.36,267.069,976,60,0,119,0,0,0,0,2015,1,3,8,20.22,winter
2015-01-03 9:00,0,4157,1415,226,7097,76,24654,69.21,269.777,976,66,1,138,0,0,0,0,2015,1,3,9,25.22,winter
2015-01-03 10:00,0,3960,1597,249,7097,76,26454,70.35,269.777,976,66,1,138,0,0,0,0,2015,1,3,10,25.13,winter
2015-01-03 11:00,0,3622,1569,250,7093,76,26959,68.77,282.043,976,68,2,191,0,0,0,0,2015,1,3,11,27.1,winter
2015-01-03 12:00,0,3138,1379,247,7094,76,26716,68.82,282.043,976,68,2,191,0,0,0,0,2015,1,3,12,28.71,winter
2015-01-03 13:00,0,3113,1193,249,7095,76,26802,68.23,282.043,976,68,2,191,0,0,0,0,2015,1,3,13,25,winter
2015-01-03 14:00,0,3114,1155,248,7093,77,26416,67.97,282.043,976,68,2,191,0,0,0,0,2015,1,3,14,23.68,winter
2015-01-03 15:00,0,2982,1137,206,7092,76,25362,62.76,285.737,974,59,1,223,0,0,0,0,2015,1,3,15,14.87,winter
2015-01-03 16:00,0,2987,1205,190,7092,76,24770,62.03,283.36975,990,66,1,218,0,0,0,0,2015,1,3,16,11.7,winter
2015-01-03 17:00,0,3169,1289,190,7095,77,24501,66.69,282.5806563,1036,65,1,217,0,0,0,0,2015,1,3,17,19.52,winter
2015-01-03 18:00,0,3221,1399,218,7094,78,24992,71.5,279.4243437,1036,77,1,210,0,0,0,0,2015,1,3,18,25.13,winter
2015-01-03 19:00,0,3033,1539,243,7094,79,27964,72.14,276.268,974,86,1,204,0,0,0,0,2015,1,3,19,39.71,winter
2015-01-03 20:00,0,3136,1555,244,7096,81,29694,72.45,271.252,975,70,1,199,0,0,0,0,2015,1,3,20,44,winter
2015-01-03 21:00,0,3061,1507,245,7095,82,29874,72.86,271.252,975,70,1,199,0,0,0,0,2015,1,3,21,41.21,winter
2015-01-03 22:00,0,3224,1441,247,7094,82,28979,70.1,271.252,975,70,1,199,0,0,0,0,2015,1,3,22,35.69,winter
2015-01-03 23:00,0,3529,1291,248,7094,83,26863,67.62,269.643,974,66,0,94,0,0,0,0,2015,1,3,23,30.23,winter
2015-01-04 0:00,0,3981,2559,323,7086,81,25254,55.22,269.643,974,66,0,94,0,0,0,0,2015,1,4,0,24.65,winter
2015-01-04 1:00,0,3997,2755,310,7087,81,23620,50.54,269.643,974,66,0,94,0,0,0,0,2015,1,4,1,20.2,winter
2015-01-04 2:00,0,3787,2678,306,7086,81,22606,48.68,268.918,973,63,1,66,0,0,0,0,2015,1,4,2,19.16,winter
2015-01-04 3:00,0,3724,2426,311,7086,82,22191,48.02,268.918,973,63,1,66,0,0,0,0,2015,1,4,3,21.9,winter
2015-01-04 4:00,0,3578,2046,310,7087,82,21929,47.06,268.918,973,63,1,66,0,0,0,0,2015,1,4,4,14.9,winter
2015-01-04 5:00,0,3676,2248,310,7086,82,22195,46.79,268.479,973,65,1,59,0,0,0,0,2015,1,4,5,24.65,winter
2015-01-04 6:00,0,3702,2148,320,7085,82,24035,47.63,268.479,973,65,1,59,0,0,0,0,2015,1,4,6,28.01,winter
2015-01-04 7:00,0,3569,2100,325,7086,82,26807,47.44,268.479,973,65,1,59,0,0,0,0,2015,1,4,7,27.51,winter
2015-01-04 8:00,0,3314,2143,359,7080,83,28316,50.84,268.479,973,65,1,59,0,0,0,0,2015,1,4,8,33.96,winter
2015-01-04 9:00,0,3183,2244,368,7080,84,29871,54.84,271.386,973,70,1,0,0,0,0,0,2015,1,4,9,38,winter
2015-01-04 10:00,0,3168,2209,370,7079,85,30585,59.95,271.386,973,70,1,0,0,0,0,0,2015,1,4,10,37.17,winter
2015-01-04 11:00,0,3207,2303,371,7083,84,30772,59.35,271.386,973,70,1,0,0,0,0,0,2015,1,4,11,35.01,winter
2015-01-04 12:00,0,3279,2307,371,7085,85,30685,57.03,283.886,972,68,1,331,0,0,0,0,2015,1,4,12,38,winter
2015-01-04 13:00,0,3295,2353,362,7087,86,30429,59.22,283.886,972,68,1,331,0,0,0,0,2015,1,4,13,38.12,winter
2015-01-04 14:00,0,3141,2324,369,7085,85,28741,58.56,285.8745,1002,54,1,327,0,0,0,0,2015,1,4,14,30.4,winter
2015-01-04 15:00,0,3118,2164,365,7083,85,28249,52.07,286.642,970,59,1,295,0,0,0,0,2015,1,4,15,27.58,winter
2015-01-04 16:00,0,3131,2049,374,7080,85,28105,52.15,286.642,970,59,1,295,0,0,0,0,2015,1,4,16,27.56,winter
2015-01-04 17:00,0,3303,2104,383,7079,87,27908,61.12,282.3925,970,68,1,157,0,0,0,0,2015,1,4,17,27.5,winter
2015-01-04 18:00,0,3368,2098,381,7078,84,27577,71.98,278.143,970,78,1,19,0,0,0,0,2015,1,4,18,26.53,winter
2015-01-04 19:00,0,3434,2075,383,7080,84,27418,74.64,275.5735,970,75,1,16,0,0,0,0,2015,1,4,19,30,winter
2015-01-04 20:00,0,3604,2162,385,7082,85,28604,75.38,273.004,970,72,1,14,0,0,0,0,2015,1,4,20,39.7,winter
2015-01-04 21:00,0,3874,2445,389,7084,85,30346,76.49,273.004,970,72,1,14,0,0,0,0,2015,1,4,21,40.48,winter
2015-01-04 22:00,0,3447,2169,394,7085,85,28190,73.83,273.004,970,72,1,14,0,0,0,0,2015,1,4,22,37.97,winter
2015-01-04 23:00,0,3390,1770,391,7088,84,26270,69.51,271.258,970,67,1,24,0,0,0,0,2015,1,4,23,28,winter
2015-01-05 0:00,326,5338,4247,352,4036,41,25069,70.77,271.258,1001,81,1,24,0,0,0,0,2015,1,5,0,43.49,winter
2015-01-05 1:00,104,5352,3112,310,4029,41,23390,64.89,271.258,970,67,1,24,0,0,0,0,2015,1,5,1,35.5,winter
2015-01-05 2:00,0,4791,2580,311,4028,38,21988,60.91,271.258,970,67,1,24,0,0,0,0,2015,1,5,2,35.2,winter
2015-01-05 3:00,0,4590.5,2576.5,309.5,4029,38,21182,59.68,270.453,969,65,1,68,0,0,0,0,2015,1,5,3,35.2,winter
2015-01-05 4:00,0,4390,2573,308,4030,38,20778,58.04,270.453,969,65,1,68,0,0,0,0,2015,1,5,4,30.6,winter
2015-01-05 5:00,0,4108,2551,300,4031,38,20309,59.57,270.453,969,65,1,68,0,0,0,0,2015,1,5,5,30.6,winter
2015-01-05 6:00,0,4396,2351,291,4031,38,20252,69.73,269.839,969,68,1,97,0,0,0,0,2015,1,5,6,30.6,winter
2015-01-05 7:00,0,4227,2202,301,4031,39,19964,72.97,269.839,969,68,1,97,0,0,0,0,2015,1,5,7,30,winter
2015-01-05 8:00,0,4017,2138,317,4030,38,20796,77.92,269.839,969,68,1,97,0,0,0,0,2015,1,5,8,30.6,winter
2015-01-05 9:00,0,4243,2239,331,4028,38,22478,79.59,272.211,970,73,1,89,0,0,0,12,2015,1,5,9,35.3,winter
2015-01-05 10:00,0,3993,2545,337,4011,37,23834,81.75,271.434,969,69,1,96,0,0,0,0,2015,1,5,10,35.2,winter
2015-01-05 11:00,0,3900,2422,333,3829,37,24429,80.82,272.211,970,73,1,89,0,0,0,12,2015,1,5,11,35.4,winter
2015-01-05 12:00,0,3914.714286,2392.714286,333.4285714,3812.285714,37.71428571,24066,79.14,282.834,969,76,1,141,0,0,0,0,2015,1,5,12,35.5,winter
2015-01-05 13:00,0,3929.428571,2363.428571,333.8571429,3795.571429,38.42857143,23703,73.95,283.008,969,71,2,146,0,0,0,0,2015,1,5,13,36.8,winter
2015-01-05 14:00,0,3944.142857,2334.142857,334.2857143,3778.857143,39.14285714,23340,71.93,284.533,967,65,2,195,0,0,0,0,2015,1,5,14,32.5,winter
2015-01-05 15:00,0,3958.857143,2304.857143,334.7142857,3762.142857,39.85714286,22977,71.5,284.8395,997,63,1,181,0,0,0,0,2015,1,5,15,30,winter
2015-01-05 16:00,0,3973.571429,2275.571429,335.1428571,3745.428571,40.57142857,22614,71.85,281.247,991,77,1,189,0,0,0,0,2015,1,5,16,30,winter
2015-01-05 17:00,0,3988.285714,2246.285714,335.5714286,3728.714286,41.28571429,22251,80.53,282.2033437,1027,72,1,171,0,0,0,0,2015,1,5,17,30.6,winter
2015-01-05 18:00,0,4003,2217,336,3712,42,21888,89.08,279.2606875,1028,84,1,176,0,0,0,0,2015,1,5,18,42.01,winter
2015-01-05 19:00,0,4181,2541,333,3743,42,22048,90.97,274.4765,981,69,1,184,0,0,0,0,2015,1,5,19,51.4,winter
2015-01-05 20:00,0,4607,2509,334,3773,43,22858,88.51,270.92,966,72,1,190,0,0,0,0,2015,1,5,20,55.35,winter
2015-01-05 21:00,0,5329,2804,326,3803,42,25604,82.85,270.92,966,72,1,190,0,0,0,0,2015,1,5,21,62,winter
2015-01-05 22:00,0,5682,2891,334,3834,43,25381,80.52,270.92,966,72,1,190,0,0,0,0,2015,1,5,22,60.01,winter
2015-01-05 23:00,0,5699,2958,328,3868,45,23822,72.18,270.003,965,70,1,191,0,0,0,0,2015,1,5,23,57.6,winter
2015-01-06 0:00,851,4359,5130,257,4826,85,23711,71.48,269.086,965,68,1,192,0,0,0,0,2015,1,6,0,53.01,winter
2015-01-06 1:00,742,4502,4990,258,4828,85,22354,64.76,269.086,965,68,1,192,0,0,0,0,2015,1,6,1,45.65,winter
2015-01-06 2:00,829,4393,5207,266,4830,86,21546,60.22,268.267,965,65,1,198,0,0,0,0,2015,1,6,2,44.04,winter
2015-01-06 3:00,784,4386,5418,262,4846,85,21171,57.14,268.267,965,65,1,198,0,0,0,0,2015,1,6,3,43.58,winter
2015-01-06 4:00,802,4453,5497,266,4895,85,21042,53.94,268.267,965,65,1,198,0,0,0,0,2015,1,6,4,43.98,winter
2015-01-06 5:00,856,4589,5753,263,4903,85,21618,53.43,267.925,965,67,1,220,0,0,0,64,2015,1,6,5,44.91,winter
2015-01-06 6:00,904,4818,6154,257,4911,85,23433,56.68,267.925,965,67,1,220,0,0,0,64,2015,1,6,6,51,winter
2015-01-06 7:00,937,4862,6527,283,4924,85,25885,63.49,267.925,965,67,1,220,0,0,0,64,2015,1,6,7,55.76,winter
2015-01-06 8:00,959,5143,6774,343,4930,86,28456,66.75,273.445,965,87,0,234,0,0,0,80,2015,1,6,8,59.95,winter
2015-01-06 9:00,980,4842,6973,368,4942,83,29708,73.07,273.445,965,87,0,234,0,0,0,80,2015,1,6,9,60.5,winter
2015-01-06 10:00,978,4604,7101,361,4952,87,30887,78.95,273.445,965,87,0,234,0,0,0,80,2015,1,6,10,61.29,winter
2015-01-06 11:00,977,4475,7198,351,4950,87,31409,75.91,273.445,965,87,0,234,0,0,0,80,2015,1,6,11,61.69,winter
2015-01-06 12:00,974,4376,7215,349,4956,84,31947,73.12,277.577,966,92,1,294,0,0,0,56,2015,1,6,12,61.95,winter
2015-01-06 13:00,969,4512,7210,356,4959,86,32078,68.02,278.588,965,88,1,248,0,0,0,28,2015,1,6,13,61.29,winter
2015-01-06 14:00,962,4178,7159,365,4953,85,31193,66.67,279.599,964,84,1,203,0,0,0,0,2015,1,6,14,60.09,winter
2015-01-06 15:00,965,4035,7067,366,4956,86,30542,65.08,279.599,964,84,1,203,0,0,0,0,2015,1,6,15,60.5,winter
2015-01-06 16:00,887,3821,6830,364,4955,88,30591,66.1,276.9485,964,85,1,215,0,0,0,12,2015,1,6,16,60.69,winter
2015-01-06 17:00,947,4059,6873,362,4799,88,30799,72,274.298,964,87,1,227,0,0,0,24,2015,1,6,17,60.69,winter
2015-01-06 18:00,976,4472,7100,356,4186,88,30481,78.6,274.298,964,87,1,227,0,0,0,24,2015,1,6,18,58.9,winter
2015-01-06 19:00,967,4553,7172,351,4368,87,30147,81.18,272.128,965,80,1,262,0,0,0,24,2015,1,6,19,57,winter
2015-01-06 20:00,968,4490,7194,365,4657,87,30120,81.65,269.958,965,74,1,298,0,0,0,24,2015,1,6,20,57,winter
2015-01-06 21:00,980,4664,7264,364,4878,87,30747,78.63,269.958,965,74,1,298,0,0,0,24,2015,1,6,21,59.88,winter
2015-01-06 22:00,970,4684,7279,360,4961,87,29978,73.2,269.958,965,74,1,298,0,0,0,24,2015,1,6,22,59.6,winter
2015-01-06 23:00,922,4728,7227,352,4959,86,27421,72.46,268.791,965,70,1,323,0,0,0,8,2015,1,6,23,55.76,winter
2015-01-07 0:00,885,4659,7996,371,6000,89,30518,67.24,268.791,997,84,1,323,0,0,0,8,2015,1,7,0,59.52,winter
2015-01-07 1:00,909,4199,7838,370,5995,87,28484,64.17,268.791,965,70,1,323,0,0,0,8,2015,1,7,1,51.1,winter
2015-01-07 2:00,905,4448,8048,368,5997,87,27026,62.12,267.626,966,65,1,339,0,0,0,0,2015,1,7,2,47.03,winter
2015-01-07 3:00,875,4157,7837,360,5998,87,26248,62.11,267.626,966,65,1,339,0,0,0,0,2015,1,7,3,48.5,winter
2015-01-07 4:00,912,4001,7827,360,6003,87,25838,60.05,267.626,966,65,1,339,0,0,0,0,2015,1,7,4,48.79,winter
2015-01-07 5:00,918,4219,7910,360,6005,88,26021,62.48,267.626,966,65,1,339,0,0,0,0,2015,1,7,5,50.51,winter
2015-01-07 6:00,930,4338,7856,364,6003,87,26992,70.01,267.212,966,67,1,15,0,0,0,0,2015,1,7,6,59.13,winter
2015-01-07 7:00,938,4954,7855,374,6000,87,28625,75.2,267.212,966,67,1,15,0,0,0,0,2015,1,7,7,60.8,winter
2015-01-07 8:00,960,5447,7982,378,5997,87,31015,83.3,268.1796562,988,76,1,15,0,0,0,0,2015,1,7,8,61.87,winter
2015-01-07 9:00,960,5881,7991,381,5996,84,33276,93.14,269.1473438,1010,86,1,15,0,0,0,0,2015,1,7,9,64.23,winter
2015-01-07 10:00,955,6076,7979,364,5989,88,34221,100.45,274.8055938,967,74,1,126,0,0,0,0,2015,1,7,10,66.5,winter
2015-01-07 11:00,937,5726,7982,367,5974,88,34796,95.17,274.9915,1000,87,1,108,0,0,0,0,2015,1,7,11,67.1,winter
2015-01-07 12:00,958,5583,8005,362,5971,89,35535,85.23,279.868,968,79,1,200,0,0,0,0,2015,1,7,12,66.1,winter
2015-01-07 13:00,936,5637,7975,367,5969,88,35752,81.5,280.6825,983,74,1,195,0,0,0,0,2015,1,7,13,65,winter
2015-01-07 14:00,940,5684,7839,369,5964,87,35605,77.29,281.714,1031,64,1,95,0,0,0,0,2015,1,7,14,59.75,winter
2015-01-07 15:00,925,6098,7782,367,5961,86,36020,76.61,282.42,1030,63,1,138,0,0,0,0,2015,1,7,15,59.61,winter
2015-01-07 16:00,957,6242,7807,367,5956,86,36066,77.15,277.9555,1031,80,1,150,0,0,0,0,2015,1,7,16,59.53,winter
2015-01-07 17:00,954,6056,7866,368,5969,84,36195,79.51,280.385,1030,72,1,204,0,0,0,0,2015,1,7,17,61.1,winter
2015-01-07 18:00,879,5839,8058,364,5978,84,35739,91.05,277.644,1031,83,1,226,0,0,0,0,2015,1,7,18,61.1,winter
2015-01-07 19:00,914,6477,8129,371,5986,85,35188,95.29,273.0895,985,67,1,251,0,0,0,0,2015,1,7,19,61.1,winter
2015-01-07 20:00,968,6316,8163,354,5981,86,34470,91.25,269.744,970,69,1,275,0,0,0,0,2015,1,7,20,61.87,winter
2015-01-07 21:00,902,5881,8002,386,5985,86,33716,87.08,269.744,970,69,1,275,0,0,0,0,2015,1,7,21,63.71,winter
2015-01-07 22:00,915,5785,7853,384,5984,87,32697,78.15,268.9015,970,68,1,303,0,0,0,0,2015,1,7,22,64.1,winter
2015-01-07 23:00,841,5519,7601,381,5987,87,30477,75.07,268.059,971,67,1,331,0,0,0,0,2015,1,7,23,59.13,winter
2015-01-08 0:00,571,4178,7280,383,6741,84,26788,73.73,268.059,971,67,1,331,0,0,0,0,2015,1,8,0,49,winter
2015-01-08 1:00,566,3912,6774,370,6741,85,25146,70.99,267.7175,971,67,1,182,0,0,0,0,2015,1,8,1,46.86,winter
2015-01-08 2:00,455,3718,6349,372,6742,85,23889,68.3,267.376,971,67,1,34,0,0,0,0,2015,1,8,2,45.68,winter
2015-01-08 3:00,369,3768,6078,373,6743,86,23046,64.22,267.376,971,67,1,34,0,0,0,0,2015,1,8,3,44.99,winter
2015-01-08 4:00,367,3707,5984,373,6744,86,22587,63.53,267.376,971,67,1,34,0,0,0,0,2015,1,8,4,44.81,winter
2015-01-08 5:00,351,3706,5817,361,6748,86,22361,66.7,267.376,971,67,1,34,0,0,0,0,2015,1,8,5,44.68,winter
2015-01-08 6:00,367,3946,5785,354,6750,86,22551,69.79,266.774,973,66,1,32,0,0,0,0,2015,1,8,6,44.81,winter
2015-01-08 7:00,360,3890,5570,347,6748,86,22543,75.57,266.774,973,66,1,32,0,0,0,0,2015,1,8,7,44.81,winter
2015-01-08 8:00,457,4066,6289,332,6747,86,24042,82.36,266.774,973,66,1,32,0,0,0,0,2015,1,8,8,46.85,winter
2015-01-08 9:00,576,4535,6720,305,6749,85,25932,87.03,269.524,974,70,1,40,0,0,0,0,2015,1,8,9,49,winter
2015-01-08 10:00,622,4441,7301,315,6749,84,27664,91.08,269.524,974,70,1,40,0,0,0,0,2015,1,8,10,54.36,winter
2015-01-08 11:00,629,4513,7468,315,6744,85,28448,89.29,269.524,974,70,1,40,0,0,0,0,2015,1,8,11,61.98,winter
2015-01-08 12:00,631,4654,7503,311,6741,84,28881,85.45,281.243,975,74,1,13,0,0,0,0,2015,1,8,12,62.47,winter
2015-01-08 13:00,635,4760,7551,311,6739,83,29329,80.33,281.243,975,74,1,13,0,0,0,0,2015,1,8,13,62.93,winter
2015-01-08 14:00,637,4591,7542,269,6732,84,29026,77.33,283.599,975,64,1,287,0,0,0,32,2015,1,8,14,61.98,winter
2015-01-08 15:00,636,4964,7517,263,6730,84,28237,77.03,283.599,975,64,1,287,0,0,0,32,2015,1,8,15,57.48,winter
2015-01-08 16:00,636,5046,7462,259,6729,83,27868,78.15,281.52025,975,69,1,275,0,0,0,24,2015,1,8,16,54.38,winter
2015-01-08 17:00,628,4899,7437,258,6728,83,27654,80.48,281.51,1017,65,1,265,0,0,0,0,2015,1,8,17,54.36,winter
2015-01-08 18:00,582,4677,7345,258,6717,83,27507,90.87,278.397,997,75,1,252,0,0,0,0,2015,1,8,18,52.04,winter
2015-01-08 19:00,625,4606,7419,270,6727,82,27544,94.11,275.284,977,85,1,239,0,0,0,0,2015,1,8,19,54.38,winter
2015-01-08 20:00,571,4805,7224,295,6736,82,27578,90.26,270.334,978,69,1,311,0,0,0,0,2015,1,8,20,60.33,winter
2015-01-08 21:00,599,4932,7191,301,6748,82,28222,84.66,270.334,978,69,1,311,0,0,0,0,2015,1,8,21,66,winter
2015-01-08 22:00,625,5136,7012,301,6762,83,28221,77.05,270.334,978,69,1,311,0,0,0,0,2015,1,8,22,63.6,winter
2015-01-08 23:00,620,5209,6549,302,6760,83,26436,73.14,269.294,978,65,1,353,0,0,0,0,2015,1,8,23,55.5,winter
2015-01-09 0:00,920,5410,7695,314,6846,86,27485,67.7,269.294,978,65,1,353,0,0,0,0,2015,1,9,0,60.47,winter
2015-01-09 1:00,928,4445,7691,301,6852,86,25750,61.05,269.294,978,65,1,353,0,0,0,0,2015,1,9,1,52.88,winter
2015-01-09 2:00,833,4287,7435,297,6854,85,24760,59.61,269.248,979,69,1,29,0,0,0,0,2015,1,9,2,48.62,winter
2015-01-09 3:00,935,4223,7544,296,6855,86,24188,58.65,269.248,979,69,1,29,0,0,0,0,2015,1,9,3,47.69,winter
2015-01-09 4:00,937,4178,7375,298,6858,86,23840,58.4,269.248,979,69,1,29,0,0,0,0,2015,1,9,4,45.85,winter
